Ids,Sentiment,Sarcasm,Vulgar,Abuse,Target
image_ben_4283.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_680.png,Negative,Sarcastic,Vulgar,Non-abusive,"Individual, Political"
image_ben_1124.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_807.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_3995.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1875.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1167.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_264.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_2047.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_932.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_3031.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_451.png,Negative,Sarcastic,Vulgar,Non-abusive,"Individual, Political"
image_ben_1820.png,Negative,Sarcastic,Vulgar,Non-abusive,"Individual, Political"
image_ben_383.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_731.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_822.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1156.png,Positive,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_896.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_952.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_739.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_867.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_880.png,Negative,Sarcastic,Vulgar,Non-abusive,"Individual, Political"
image_ben_1100.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_3818.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_4384.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1866.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_695.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1757.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_266.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1180.png,Positive,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_984.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_780.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_4205.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_257.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_861.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_675.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1896.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1841.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_436.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_971.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_640.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_4884.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_632.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_4453.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_3184.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_273.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_4424.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1813.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1123.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1042.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_16.jpg,Negative,Sarcastic,Vulgar,Non-abusive,"Individual, Political"
image_ben_3880.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_482.png,Negative,Sarcastic,Vulgar,Non-abusive,"Individual, Political"
image_ben_3813.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1001.png,Positive,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_4466.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_693.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_5129.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_622.png,Negative,Sarcastic,Vulgar,Non-abusive,"Individual, Political"
image_ben_783.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_714.png,Positive,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1106.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_601.png,Negative,Sarcastic,Vulgar,Non-abusive,"Individual, Political"
image_ben_1019.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_498.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_735.png,Negative,Sarcastic,Vulgar,Non-abusive,"Individual, Political"
image_ben_776.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1112.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_852.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_3169.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_649.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_635.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_656.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_628.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_4380.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_690.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_713.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1737.png,Negative,Sarcastic,Vulgar,Non-abusive,"Individual, Political"
image_ben_197.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_484.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_796.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_4391.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1908.png,Positive,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_870.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_517.png,Negative,Sarcastic,Vulgar,Non-abusive,"Individual, Political"
image_ben_775.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1774.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_616.png,Negative,Sarcastic,Vulgar,Non-abusive,"Individual, Political"
image_ben_722.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_4200.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_994.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1782.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_198.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1868.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_1070.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_493.png,Negative,Sarcastic,Vulgar,Non-abusive,"Individual, Political"
image_ben_787.png,Negative,Sarcastic,Vulgar,Non-abusive,"Individual, Political"
image_ben_650.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political"
image_ben_901.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political, Religion"
image_ben_744.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political, Religion"
image_ben_402.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political, Religion"
image_ben_583.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political, Religion"
image_ben_981.png,Negative,Sarcastic,Vulgar,Non-abusive,"Individual, Political, Religion"
image_ben_954.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political, Religion"
image_ben_949.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political, Religion"
image_ben_979.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political, Religion"
image_ben_696.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political, Religion"
image_ben_1207.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,"Individual, Political, Religion"
image_ben_948.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political, Religion"
image_ben_443.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political, Religion"
image_ben_667.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political, Religion"
image_ben_862.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political, Religion"
image_ben_657.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political, Religion"
image_ben_662.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Political, Religion"
image_ben_559.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Religion"
image_ben_1168.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,"Individual, Religion"
image_ben_1956.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,"Individual, Religion"
image_ben_1178.png,Positive,Sarcastic,Non Vulgar,Non-abusive,"Individual, Religion"
image_ben_3998.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Religion"
image_ben_2006.png,Positive,Sarcastic,Non Vulgar,Non-abusive,"Individual, Religion"
image_ben_520.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Religion"
image_ben_478.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Religion"
image_ben_447.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Religion"
image_ben_677.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Religion"
image_ben_609.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Religion"
image_ben_1509.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Individual, Social Sub-groups"
image_ben_986.png,Negative,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_758.png,Negative,Sarcastic,Vulgar,Non-abusive,National Origin
image_ben_71.png,Negative,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_748.png,Negative,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_217.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_546.png,Negative,Sarcastic,Vulgar,Non-abusive,National Origin
image_ben_2496.png,Negative,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_7335.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_1930.png,Negative,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_384.png,Negative,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_2056.png,Positive,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_1749.png,Negative,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_491.png,Negative,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_1850.png,Negative,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_7338.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_7336.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_806.png,Negative,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_1388.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_747.png,Negative,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_3026.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_534.png,Negative,Sarcastic,Vulgar,Non-abusive,National Origin
image_ben_7339.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_1462.png,Negative,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_7457.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_543.png,Negative,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_883.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_2338.png,Positive,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_733.png,Negative,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_2124.png,Negative,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_7327.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_7439.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,National Origin
image_ben_761.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"National Origin, Others"
image_ben_1871.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"National Origin, Political"
image_ben_547.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"National Origin, Political"
image_ben_1730.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"National Origin, Political"
image_ben_1751.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"National Origin, Political"
image_ben_1133.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,"National Origin, Political"
image_ben_755.png,Negative,Sarcastic,Vulgar,Non-abusive,"National Origin, Political"
image_ben_442.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"National Origin, Political"
image_ben_570.png,Negative,Sarcastic,Vulgar,Non-abusive,"National Origin, Political, Religion"
image_ben_888.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"National Origin, Political, Religion"
image_ben_563.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"National Origin, Political, Religion"
image_ben_537.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"National Origin, Religion"
image_ben_569.png,Negative,Sarcastic,Vulgar,Non-abusive,"National Origin, Religion"
image_ben_167.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"National Origin, Religion"
image_ben_636.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"National Origin, Religion"
image_ben_681.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"National Origin, Religion"
image_ben_707.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"National Origin, Religion"
image_ben_1154.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,"National Origin, Religion"
image_ben_509.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"National Origin, Religion"
image_ben_928.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"National Origin, Religion"
image_ben_2915.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_2085.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1305.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4691.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_5265.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_7498.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4221.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1437.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4325.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1699.png,Negative,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4412.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3088.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1973.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1397.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3475.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_2475.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3548.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3536.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4517.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_5202.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1539.png,Negative,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_903.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3481.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3075.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3270.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3152.png,Negative,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_5153.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1709.png,Negative,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3425.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1071.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3898.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3106.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3342.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1573.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1224.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3533.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4905.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3403.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4245.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1427.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3343.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_2980.png,Negative,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3087.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_2341.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1349.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1003.png,Negative,Sarcastic,Vulgar,Non-abusive,None
image_ben_5284.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3897.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3457.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3406.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3562.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4633.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1440.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1258.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_7194.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3339.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_7210.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None
image_ben_2786.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_2453.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1461.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3659.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_7633.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1402.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_7708.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4998.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_228.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_7699.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_7707.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_7618.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3345.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3905.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3399.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4876.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_42.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_2061.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3609.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1351.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3069.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4585.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_62.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4248.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_61.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1362.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4256.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1721.png,Positive,Sarcastic,Vulgar,Non-abusive,None
image_ben_4364.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4322.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_50.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_2848.png,Negative,Sarcastic,Vulgar,Non-abusive,None
image_ben_3022.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_573.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4397.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4991.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4928.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3960.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3322.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_5008.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_7215.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3593.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_2422.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3330.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1779.png,Negative,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3658.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_5268.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1266.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_5228.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3518.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_7404.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_173.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3018.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3113.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_2910.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3354.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3237.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3418.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4112.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4212.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3557.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1263.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4711.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_7714.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4637.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_2933.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3370.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3149.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4962.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4523.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3363.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3436.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_2703.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1334.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_5145.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3325.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3625.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1315.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4994.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_2912.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3392.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_7306.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4956.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3573.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_7217.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_99.png,Negative,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3104.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_44.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4170.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_892.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3415.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_7673.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_7639.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4542.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
