Ids,Sentiment,Sarcasm,Vulgar,Abuse,Target,OCR
image_bodo_371.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,रिल्स खालामनानै समाजखौ गुबुंले खालामग्रा बर आइजोनि सायाव गामिनि रायजो राजाफोरनि गोख्रों राहा । Angkwo nimaha Hwdw lwgwfwr
image_bodo_442.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,मोसौ गुमनाय फोर बायदि गुमाबा आयंमोन फिसाजोफोरा फाल जाहैबा खिन्थु साख्रि आवला बिजामादै मोन्नाय नङा
image_bodo_92.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Oii नों मा आंखौ नुबाबो रायदाव थारा ब्रा
image_bodo_116.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,Nwgkwo Gwsw Khangna Ngjng Railainw Lugwiyw Pwipin Gwn Ng Malabla
image_bodo_409.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,BTR आव जेरै सोलायदों आंबो 2025 निफ्राय सैलायसै रायजोफोर
image_bodo_515.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,गामिियाव मेगन साग्रा मानसि थाबानो नखरा सुख जाया
image_bodo_204.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,None,Fuck sw life ah Nw
image_bodo_497.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,None,देग्लायबो दुरगा फुजायाव आखायखालि हारसि बेरायमारनांसिगोन नामा मालायनि जरा जराखौ नायना फैनांसिगोनलाय
image_bodo_195.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,Hwd ctwb good night Ngsr ni jora kwolo nubai tayw
image_bodo_621.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,मायनावजों आंजों बैयागुनि दाउ रोसि लोंनो मानि मुनि खानो थांनायाव Mendela Brahma एकटर गाजोला जानोब्ला फै । मेगन साना लाब गैया ।
image_bodo_403.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,GWORANG PARK YAO NW JADW PICNIC YA JWO PENA GWIGLWINA TANY ANG LABWGWN
image_bodo_423.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,आं लोंबाथाय बुलायनोल गोसो जायो ओंखायनो गारबाय आं
image_bodo_174.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Dukuni Mwdwi Bungpob jwbbai sw
image_bodo_170.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,Wi laogi ma bwrwi dg Da sandi
image_bodo_259.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,Single pra khali memes lo share klmw
image_bodo_357.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,जांयिखौ उल्था गानलांफ्रांदों कक्राझार आव खान्दा खान्दा गान्नाय नुना सेस
image_bodo_439.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,NURSE  सिख्लानि अनगायै रावबो सिख्लाजों आखाय दांजाफेराखै  लोमजाना  HOSPITAL आवसो थाहैसां
image_bodo_404.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,NEW YEAR NI PRAY HABA JAKANY HINJAKWO NYLA SWLYTARSWI ANG
image_bodo_152.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,Lab gwiya jaikwo ng Gwsw Gwrbw kwo hwtab nanwi Mjng mwnbla bw Neosi Jayw balai
image_bodo_307.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,None,गोदो उन्दैआव सैमा जालानायखौ हाथर खबैला बायना होखारनायनि फाबआ दायो नांदों।
image_bodo_60.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Upai gwitarwi ao dnwi Nwmbajwi kwo labw marbai ang dnwi horao nani mwn agwimwn
image_bodo_196.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender,Good night Ctwb Gasibw taka jwbb Khanai leora
image_bodo_14.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,Basumatary फोरनि अन्नायखौ मालाबाबो नंखाय होन्नानै दासान नङाब्ला जिउआव फस्थायनांगोन
image_bodo_430.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,REAR UNIQUE NAME Lwdwi Gwlao Abu Fisa
image_bodo_395.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,Longtong Modern Jug song jwng jai longtong mwsanw hayw benw Doller bangsin Mwnw
image_bodo_398.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender,cklapra angkwo manw gwswtwya 1) TOGYGRA NUYW 2) GF gwngka byd nuyw 3) size gwywini taky 4) Hinjao gwnangkasw sanw 5) SAKRI GWIYWINI TAKY jona gargra sw nuyw nama
image_bodo_532.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,अरां खामखोन्दा बनखौ 1) अरखि 2) हाथप्ला 3) असुन्दा 4) हांगार
image_bodo_295.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,mohor dgna dg malai pwra Lalai garlai jngpwra sase kwonw mwna ctwb
image_bodo_484.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,सिखा्लाफोरा खानाय बोबाय दुगा फुजानि जोंहा हिन्जाव  बोसै नामा सेग्राफोर
image_bodo_456.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,फिसाय जौ फाग्ला गथ 1 गोनां नागिरलाय
image_bodo_53.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Hangma Tagwn Sona Be Badi Da Klmng ng
image_bodo_62.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Bwisagu ao Ngjng Mwsapanw sannai Simanga Simangywinw Thalang Gwnsw Nma
image_bodo_429.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,PREGNANT जाबा फिसायफ्रा बिसिखौ बिराद अनो माथो बा बा बा
image_bodo_372.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,Agkwo nimaha lwdw lwgwfwr Agkwo nimaha. Hwdw lwgwfwr
image_bodo_49.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Dana Malai Barhungkha pwiblabw Angkwo Gwsw Khangtarla Gwdan Mwnbai Dang
image_bodo_135.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,Gwiya Dabw bini Sms
image_bodo_397.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,HINJAO GWNANGKASW SW SANW KUMA NGSWR ANGKWO
image_bodo_485.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,GF नागिरबाबो मोनैनि दिखार आवसो memer  जादों आरो सिख्लाफोरा GF दंखायो बेनासो सानबावो
image_bodo_543.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,1) बर सिख्लाफोरनि गोसोखौ गोजोन होनो हाग्रा हौवा- क) बर ख) राभा 3) निग्र ख) आदिबासि
image_bodo_531.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,गरसे फिसा गरसे गिदिरखौ मा होनो 1) हिजरा 2) मेखला 3) फालवान 4) गुथिराजा
image_bodo_447.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,जरा जारा post दाहोलै आदैमोन जोंहा उन्दुनायाल दांग्रोमफ्रालाय लांओ
image_bodo_478.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,फुजायाव जुखुनो सासे लाना फैगोन
image_bodo_469.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,Swr2 china niprai naidg Nwngsa nwma dw nwmfadw lo naidwng xhiana nifry CPA gaokhwnw china ni sankhwna makhw
image_bodo_9.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,दम दङोबोला Chrome नि History खौ Screenshot खालामना हरलाय - नायनि सोरनाव बेसेबां दम दङ
image_bodo_477.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,कारेमुरा ग्रिन लेन्ड स्पट क्लाबनि जुलुर बादायलायनायाव जाखांफुनाय समाज सिबियारि मनिन बर (लावडुम)
image_bodo_348.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"लेखा रोंयै सिख्लाफोराबो NS, MT.R15,KTM CYCLE जों बेरायग्राआ सोरखौ लानांगौ "
image_bodo_524.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,सिख्लाफोरा बिमा बिफानि खोथाखौबा मानिया BF नि खोथाखौबा दाबुंसै
image_bodo_228.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,obaoba program dg ba lenghor dwlwi agkwobw jngni ting gwiya ctwb siri tar
image_bodo_218.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,gwsw twlainwba mjng gwsw twlai lwi ctwb pwr jngni mwkhang bijab ao gabla babli noga kela
image_bodo_598.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,साख्रि थाबामालाय मोनो आंनिखौ नै दासो मन्दिर आव हाबा लाना फैदों
image_bodo_22.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,Narzary बादि गोथार गोसोनि सुबुं मोन्नो बे बुबुमाव गोब्राब ।
image_bodo_105.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,Ngkwo Bwrwi Mwngwn Ag Mainao
image_bodo_310.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender,"जाय बर' सिख्लाया Muslim, Bangal,Assamese सेंग्रा गोसोथोना ज' ज' बेरायलायो खुदुमलायो ज' ज' Room सिंआव Reels बानायलायना देखायो बे सिख्लाखौ सानसे नंआ सानसेबाबो थैनाय खोनाखाथारगोन नों । 100 % Sure खोथा बे"
image_bodo_284.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,ohh ngkwonw pagla badi pyar keya re
image_bodo_171.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Ma hwnna nwi bungbao gwn Ag bungnw Rao gwila lwi gwila
image_bodo_577.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender,हौवाखौ नों गाहायनि माबे मोनसेजों रायो दावराव जाबा - 1) बैथाला 2) नाफाम सिखाव 3) दावला 4) बिमानि फिसाय 5) अलसिया 6) बिफा जोलै फिसा 7) गुनदा 8) लोदै आव सान्दुम नांबा सिखारग्रा 10) फाग्ला 11) अरहेनाय गोनां 12) गुदुं नांगौबाल बैथाला 13) नै नों गुनदा
image_bodo_530.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,सिख्लाफोरनि आखाय दांफेरनो मोनैआ आंलसै खुमा BTR आव
image_bodo_214.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,ctwb Rongjanai bwtwrao ma daorao daosi bra ngsrli
image_bodo_143.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,Beha gubun Dongkaseyao bw miti khananwi babw Agdi bikwo bese mjng mwnw ngsr ma bujinw
image_bodo_85.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,अन्नानै आंनोबो बैसागुनि नामै दखना बायना हरदो हाय
image_bodo_173.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,I miss You Gwma langjwbbai jgni Sona maoji hwnnai lainaiya
image_bodo_129.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,Gubun Hadwrao ao Pwibai ag Bikwo baogarlangnw takhai
image_bodo_370.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,HELLOW SIR ANGNI FACEBOOK KWO PWISA HABGRA KLMDW ONNANWI
image_bodo_471.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Comment on Sekhlafwra Bwrai Huajw line mareyw manw Okonda party bnydw angbw lala adwimwn Banaibato okonda jagwomwn angbw bnynangcgwn um
image_bodo_182.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Baolang bai janaggwo ng Agkwo jebw Nongla de
image_bodo_506.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,गथ साासे गोनांजों सोरनिबा EX जों एखेसो
image_bodo_623.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,God Morning Bini kw Nuwakwi da
image_bodo_47.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Jala Lwi jebw Noyao Tababw Raijabai tayw Bekar jibon
